textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
481bed697e, Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol,Nice,positive,night,70-100,Antigua and Barbuda,97929,440.0,223
fc864fd415,rah rah. youtube isn`t working again. oh great,youtube isn`t working again. oh great,negative,night,31-45,Belize,397628,22810.0,17
8586c3bacb, does this mean you`re leaving me?,does this mean you`re leaving me?,neutral,morning,0-20,Jamaica,2961167,10830.0,273
62840e7aa9,Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,neutral,noon,21-30,Uruguay,3473730,175020.0,20
21b23c75fc,"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",struggling,negative,night,70-100,Madagascar,27691018,581795.0,48
b523e997e6,The best I could do for proof of the crack  LOL  http://twitpic.com/66ust,The best I could do,positive,morning,0-20,Egypt,102334404,995450.0,103
e9b9a78f1d,goodness gracious my chair broke,broke,negative,morning,0-20,France,65273511,547557.0,119
254bf840ec,_ haha PHEW!  i`ve never said that before,PHEW!,negative,night,70-100,Brazil,212559417,8358140.0,25
bdef20bbcd,Open office 'writer' is weird. I need Word to open word documents correctly,Open office 'writer' is weird.,negative,morning,46-60,Kazakhstan,18776707,2699700.0,7
9a6698f892,"Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.","Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.",neutral,night,31-45,Antigua and Barbuda,97929,440.0,223
421d22b5e1,no eggs today ... shame was looking forward to a egg and bacon sandwich,shame,negative,night,70-100,Jordan,10203134,88780.0,115
6abf30463f, nah i understand you cant cancel i just wanted you to come,nah i understand you cant cancel i just wanted you to come,positive,noon,60-70,Somalia,15893222,627340.0,25
3c7990018a, haha i love both of them too  hmm.. lol i`m in need of some good bands too,haha i love both of them,positive,morning,0-20,Nauru,10824,20.0,541
7d9364298a, No. Not professional at all.,Not professional at all.,negative,morning,46-60,Sao Tome and Principe,219159,960.0,228
983dfecd25,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,I miss you R.....,negative,noon,60-70,North Korea,25778816,120410.0,214
29667b76c1,am hungry agaaaaaaiiiin maaaam,am hungry agaaaaaaiiiin maaaam,negative,morning,0-20,Indonesia,273523615,1811570.0,151
e182fdf4a2,MAY THE 4TH BE WITH YOU. Happy Star Wars Day,Happy Star Wars Day,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
5420d58af3,is at her nan`s house eating fish and chips and watching Top Gear. Good times.,Good times.,positive,morning,46-60,France,65273511,547557.0,119
4d255c68e0,Just found out that they are running a lil behind.,Just found out that they are running a lil behind.,neutral,night,70-100,Finland,5540720,304000.0,18
0db4960dd0,Nothing like waking up slow in the morning. Docs appt today.,Nothing like waking up slow in the morning. Docs appt today.,neutral,night,70-100,Marshall Islands,59190,180.0,329
e0178922a5,At the airport waiting,At the airport waiting,neutral,night,70-100,Peru,32971854,1280000.0,26
ebcdf07ac5,"1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!","horrible,",negative,morning,0-20,Malawi,19129952,94280.0,203
42bfc2c86f,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",disappointed,negative,night,31-45,Bolivia,11673021,1083300.0,11
4c60d96a1a,wish i was 17 again,wish i was 17 again,positive,night,31-45,Barbados,287375,430.0,668
427172cda4, ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.,Sometimes I miss teaching & messing with bad system,negative,night,31-45,Australia,25499884,7682300.0,3
8ae682a99a, vocÃ¯Â¿Â½ que sumiu forever do msn.,vocÃ¯Â¿Â½ que sumiu forever do msn.,neutral,night,31-45,Antigua and Barbuda,97929,440.0,223
f83603a1f2, I`m watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!,h takes hours,negative,night,70-100,Guatemala,17915568,107160.0,167
254254dfec,"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today",thanks to the forever 21 curse,negative,morning,46-60,Kazakhstan,18776707,2699700.0,7
84fc955fa3," wow, I see a Mr.B obsession in you!!","wow,",positive,noon,60-70,Guinea-Bissau,1968001,28120.0,70
0c49fad958, I wish I was in va too,I wish,positive,morning,46-60,United States of America,331002651,9147420.0,36
f7beb13214,this is how we do itttt,this is how we do itttt,neutral,morning,0-20,Vanuatu,307145,12200.0,25
33537ffd4d,is excited to see Samantha&Denise again  http://plurk.com/p/rr5id,excited,positive,morning,0-20,Belarus,9449323,202910.0,47
69d50d18c0, Don`t think you would be happy if you were...,happy,positive,morning,0-20,Nigeria,206139589,910770.0,226
e9c337f756,@_TWEE haha thanks to you that`s my new word for the week! ****,thanks to you th,positive,morning,46-60,Mauritania,4649658,1030700.0,5
4f57ed7ece,_O haha .. i`m from philippines!  i just want to follow you!,haha,positive,night,31-45,North Macedonia,2083374,25220.0,83
5d917baffd,My truss failing  http://yfrog.com/154upj,My truss failing,negative,morning,0-20,Egypt,102334404,995450.0,103
9e7ce81888, ia so much! i haven`t really been happy with any of cooks choices for singles.,i haven`t really been happy,negative,night,70-100,Guyana,786552,196850.0,4
e2e8eb98c1,Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,Sad,negative,night,31-45,Mexico,128932753,1943950.0,66
010f0d489a, So romantic!!!!I hope you both have an amazing time...and paparazzi don`t follow you!!You need more privacy with Doug  xoxo,have an amazing time.,positive,morning,0-20,Cuba,11326616,106440.0,106
c4762c335b,"Hmmm.. If I skip the grocery store and head to Walmart, I could potentially leave with so much more.","Hmmm.. If I skip the grocery store and head to Walmart, I could potentially leave with so much more.",neutral,noon,21-30,Montenegro,628066,13450.0,47
23304e66c0,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,neutral,night,31-45,Monaco,39242,1.0,26337
2c6290dcd3, sayid could be dead.,dead.,negative,morning,46-60,New Zealand,4822233,263310.0,18
c988aca31e, its so sad how dead it is.,dead,negative,noon,21-30,Slovakia,5459642,48088.0,114
001e034570,SO BORED.,SO BORED.,negative,noon,21-30,Nepal,29136808,143350.0,203
b9c7cea4dc,I am doing Geography Revision on Earthquakes!  How Boring!!,Boring!,negative,morning,46-60,Sweden,10099265,410340.0,25
977dcb08e9,"YAWN! Ow, caught a cramp  maybe I should take a nap","YAWN! Ow, caught a cramp  maybe I should take a nap",neutral,morning,0-20,Greece,10423054,128900.0,81
1b79929075," Yeah, mine said 'That`s a nice picture' & gave me the red x!  Hope you get it working soon!",'That`s a nice picture',positive,morning,46-60,Lithuania,2722289,62700.0,43
74fa55b2ad,"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",feel bad ov,negative,morning,46-60,Egypt,102334404,995450.0,103
6f0d264409," time diff and i`ve just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs","time diff and i`ve just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs",neutral,night,70-100,Antigua and Barbuda,97929,440.0,223
c102f9b347,  get well soon!,get well soon!,positive,morning,46-60,Guinea,13132795,246000.0,53
d0a76fe9fd," lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha","lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha",neutral,night,70-100,Guyana,786552,196850.0,4
b728ad58aa,Hello Everybody   `Tis a cloudy day here in Amanzimtoti today.,Hello Everybody   `Tis a cloudy day here in Amanzimtoti today.,neutral,noon,21-30,Romania,19237691,230170.0,84
03603ac4f6,"just got home from Tillie`s dance recital. lol, it was spectacular!",it was spectacular!,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
2bdd1a5262,"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOi","Not making good time,",negative,noon,60-70,Seychelles,98347,460.0,214
dfbaf65801,woke up from bad dream.  grrrr,bad,negative,noon,21-30,Grenada,112523,340.0,331
e9e535e13b,Wonders why its so hard for me to concentrate...,hard,negative,night,31-45,Ecuador,17643054,248360.0,71
8ea767a75b,I`m eating egg-whites right out of the pan,I`m eating egg-whites right out of the pan,neutral,morning,0-20,Kuwait,4270571,17820.0,240
dd7caa3e1c,Again.. check out http://www.myspace.com/therealfunkymonkey  ....these guys rock this one too  ? http://blip.fm/~5jkbc,rock,positive,night,31-45,Namibia,2540905,823000.0,3
28f9617a11,Extremly deep,Extremly deep,neutral,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
f4b44547ce,_Kay Morning! Hows your day. Hope you`re not another lying in the sun,Morning! Hows your day. Hope you`re not another lying in the sun,neutral,noon,60-70,Nepal,29136808,143350.0,203
1555aee6cb,The nocturnal serendipity... Kashmir is an important means to that end...,serendipity..,positive,morning,0-20,Andorra,77265,470.0,164
bd414ef6e5,hi  thanks for the follow  good luck with your friend? ha,good luck,positive,night,31-45,Tonga,105695,720.0,147
ee89766594,When are  gonna release another album already?!? I miss them,miss,negative,noon,60-70,Togo,8278724,54390.0,152
49c587ce4c," - No work, but gotta be here till 9pm  Enna kodumai sir idhu...","- No work, but gotta be here till 9pm  Enna kodumai sir idhu...",negative,morning,46-60,Burundi,11890784,25680.0,463
f6b75bb809, hope the studyin went well,hope,positive,noon,60-70,Poland,37846611,306000.0,124
880268481d,"@_chloe yes! it`s on youtube  its from may 7th, and it made me feel 100x better. it`s halarious.",made me feel 100x better.,positive,night,70-100,Kiribati,119449,810.0,147
cb5f3ccc62, yeah they r. im going to their concert at the end of the month,yeah they r. im going to their concert at the end of the month,neutral,morning,46-60,Egypt,102334404,995450.0,103
20b1b9cc25,Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,didn`t put any treats on my food,negative,morning,46-60,Palau,18094,460.0,39
af6b3c59d5,i have had the worst headache ever in the history of worst headaches today!  man i hate those!,hate,negative,night,70-100,Honduras,9904607,111890.0,89
e6e587e013,I had a dream there was some kind of bug on my eye,I had a dream there was some kind of bug on my eye,neutral,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
efaac7b587,I am so bored.  My homework is done for my master`s program and It`s Friday nite wit nutin to do.,I am so bored.,negative,night,70-100,Jordan,10203134,88780.0,115
45de63c6a9,is very disappointed that cadbury chocolate blocks got smaller,disappointed,negative,night,31-45,Guyana,786552,196850.0,4
348c72a49d,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive,noon,21-30,Venezuela,28435940,882050.0,32
b1219686d6,Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.,not going to be fun,negative,noon,21-30,El Salvador,6486205,20720.0,313
733d30d2f7,Haha. It`s pretty good  they`re making something with chicken  yum!,good,positive,morning,0-20,Ukraine,43733762,579320.0,75
a8b85fefd5,_W wow-thanks soo much. Hope your well,wow-thanks soo much.,positive,noon,21-30,Lebanon,6825445,10230.0,667
9a7b1095d3,"Star Trek is awesome!! Kirk is hot, Spock is cool. It`s fun, cool and sexy. Definitely worth seeing. I saw it at the Cinerama.",Star Trek is awesome!!,positive,noon,21-30,Uruguay,3473730,175020.0,20
abf3fb41db," and the 'fuck  ' was because I dont get my gift!   I was SO exited about it, and it was sooo awesome...",and it was sooo aweso,positive,night,70-100,Morocco,36910560,446300.0,83
85de46096a, Stress-free is the way to be,Stress-free is the way to be,positive,night,31-45,United Kingdom,67886011,241930.0,281
e7732b76e6,This is getting on my nerves. I cant change my pic,This is getting on my nerves.,negative,night,70-100,Mexico,128932753,1943950.0,66
053fc34680, You better believe it!   and I wouldn`t miss it for the world!,nd I wouldn`t miss it for the world,positive,noon,60-70,Albania,2877797,27400.0,105
1bd9a70e64,Cannot sleep. 2+ hours of tossing and turning.,Cannot,negative,night,31-45,Burkina Faso,20903273,273600.0,76
de99576783,Off to get ready for toms..  gotta go make sure he`s not done anything stupid  ill tweet later.,stupid,negative,morning,0-20,Greece,10423054,128900.0,81
0c667d555e," Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.","Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",neutral,night,31-45,Portugal,10196709,91590.0,111
f03ce00d60, whooop! you got me on twitter!!  dang our line of communication keeps growing!,s growing,positive,morning,0-20,Ukraine,43733762,579320.0,75
7c5efaacfe,my party is wiped out they be all dead and stuff,they be all dead and stuff,negative,night,70-100,Russia,145934462,16376870.0,9
168ceeab97, you`re a big man for embracing your tears,you`re a big man for embracing your tears,positive,noon,21-30,Zambia,18383955,743390.0,25
d486b66288,"imissu, come back home now honey","imissu,",negative,night,70-100,Sierra Leone,7976983,72180.0,111
f13749b165, i have bad news... i have to go take the dog for a walk--they`re upset w/me!,i have bad news... i have to go take the dog for a walk--they`re upset w/me!,negative,night,70-100,Syria,17500658,183630.0,95
a2b1222f38,missing  lol. plaid bud. haha. **** i can`t do the BG right.,missing  lol. plaid bud. haha. **** i can`t do the BG right.,negative,night,31-45,Zimbabwe,14862924,386850.0,38
1dc37b5047,star trek was grtsat bggeting drunk now,star trek was grtsat bggeting drunk now,positive,morning,0-20,Argentina,45195774,2736690.0,17
dc88db8716,Watching **** & The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,Watching **** & The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,neutral,night,70-100,Lesotho,2142249,30360.0,71
68b4a7a2ac,_babsi there`s a manual process... but it`s taking 4ever on my outlook database... pffff. crappy msft product,crappy ms,negative,night,31-45,Chile,19116201,743532.0,26
0872633f57, I am so sorry.,I am so sorry.,negative,night,70-100,Namibia,2540905,823000.0,3
d1904f75d3,tomorrow He`ll gone to new home...I was Born single(our little puppy of basset hound),tomorrow He`ll gone to new home...I was Born single(our little puppy of basset hound),neutral,noon,21-30,Bhutan,771608,38100.0,20
6b67233cb3,"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple",Perfect,positive,night,31-45,Guyana,786552,196850.0,4
044cb7f490,  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,w sweetie....tweethug 4 ya,positive,morning,46-60,Turkmenistan,6031200,469930.0,13
5bdc28619b, ugh but they are so unattractive! u might as well drink from a regular glass. i really dont like them,i really dont like them,negative,night,70-100,Zimbabwe,14862924,386850.0,38
daa5b8c7f3,"going to work at one sucks, I miss happy hour at sonic","work at one sucks, I miss happy hour",negative,night,70-100,Pakistan,220892340,770880.0,287
c5fa126423,my car is possessed and won`t stop honking at me,my car is possessed and won`t stop honking at me,negative,morning,46-60,Solomon Islands,686884,28000.0,25
7b927c8687,"Hmmm, I just realized....I didn`t have any bday cake for my birthday...boo hoo!",boo hoo!,positive,night,31-45,Tonga,105695,720.0,147
5089a80d71, i have a weird subconscience. i wonder who will i dream next,i have a weird subconscience.,negative,morning,0-20,Palau,18094,460.0,39
5cc346e0c9,"_Devil1 Big Brother quiz?  What?!  I`m too busy rocking out on Guitar Hero, I didn`t notice any such thing","_Devil1 Big Brother quiz?  What?!  I`m too busy rocking out on Guitar Hero, I didn`t notice any such thing",neutral,night,31-45,Suriname,586632,156000.0,4
8e13f7c528," I`d love to, but i`m all the way in India.",love,positive,morning,0-20,Egypt,102334404,995450.0,103
bb1206e4b6, oh my gosh! i know! happend yesterday,oh my gosh! i know! happend yesterday,neutral,morning,0-20,Guinea,13132795,246000.0,53
b094214bd0,I like taking my dogs with me in the car when I run errands. They are always excited to go anywhere. like this morning to Krogers.,They are always excited to go anywhere.,positive,night,31-45,Australia,25499884,7682300.0,3
1f5d180807," Thanks, it`s just too good for TV, simple as that.  #dollhouse","Thanks,",positive,morning,0-20,Mongolia,3278290,1553560.0,2
2e3b299140,Anybody else think that #win7 is pretty much Vista SP2?,Anybody else think that #win7 is pretty much Vista SP2?,neutral,noon,21-30,Cyprus,1207359,9240.0,131
9c56dcbab3,I wish I had company,I wish I had company,negative,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
a19c7713f4," YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.","YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",neutral,night,31-45,Equatorial Guinea,1402985,28050.0,50
e0ba9be097, yup slowly recovering. it sucks that i can`t eat the stuff i`m craving right now. my gums can`t take it. how was your trip?,it sucks,negative,morning,46-60,Eritrea,3546421,101000.0,35
ddef6b8713,Archie Proposes Veronica in the Latest Archie`s Comic. The Longest known Love Triangle is coming to an End. Poor Betty.,Poor,negative,night,31-45,Russia,145934462,16376870.0,9
defcb95b1f, yes 7.50 here thanks for the change obama. I have to start mail ordering again,yes 7.50 here thanks for the change obama. I have to start mail ordering again,neutral,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
4e985e6393, aww  cant wait to have you back in LA! <333,aww  cant wait to have you back in LA! <333,positive,morning,46-60,Egypt,102334404,995450.0,103
15450ce322,"Its 4.30am, sleep timeee. I wanted to watch Gossip Girl but i`m way too tired  Goodnight!",tired,negative,morning,0-20,New Zealand,4822233,263310.0,18
9ff15d5ccf, that sucks!,sucks!,negative,noon,21-30,Gabon,2225734,257670.0,9
14361c7dc0, you should add your blog to CMF Ads,you should add your blog to CMF Ads,neutral,morning,0-20,Papua New Guinea,8947024,452860.0,20
1522043693,Is off to get some dinner,Is off to get some dinner,neutral,night,31-45,Australia,25499884,7682300.0,3
32943b4eef, YIKEYSSS!!  I`M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!,M HARMLESS,positive,noon,21-30,Poland,37846611,306000.0,124
1f65d8982f," is my son - he gets my vote today coz he has grown into a loving, caring `soul-full` man - who loves his mum",who loves his mum,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
4ad4131735,"Good Night,  Happy Mother`s Day !!",Happy,positive,noon,60-70,Somalia,15893222,627340.0,25
037b860d80,"Has just finished uploading my latest chap  Finally! Now, off to watch the new HappySlip vid :3",Finally!,positive,morning,0-20,Liberia,5057681,96320.0,53
28b70015d2,"Energy steadily increasing, thankfully, but the cough isn`t going away.","Energy steadily increasing, thankfully, but the cough isn`t going away.",neutral,night,70-100,Uzbekistan,33469203,425400.0,79
ee9ec7a5a4," Hey, you change your twitter account, and you didn`t even tell me...","Hey, you change your twitter account, and you didn`t even tell me...",neutral,noon,21-30,Iran,83992949,1630000.0,52
5c7484d353, $300 later... I feel so good! But guilty,$300 later... I feel so good! But guilty,neutral,morning,0-20,Philippines,109581078,298170.0,368
af60628cca,Drink #2: And at 12:45pm when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,neutral,morning,46-60,Nauru,10824,20.0,541
d11bc8ece8,_ebru thank you for the link...very cool...see you on monday!!!,cool..,positive,night,70-100,Equatorial Guinea,1402985,28050.0,50
fff983ef6b,well its hot as heck right now,well its hot as heck right now,neutral,night,31-45,Guatemala,17915568,107160.0,167
a455c0507b,I wanna go to the extra show really bad,really bad,negative,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
2f55f93532," Yes, we will! We should maybe do it in a DM though so we don`t annoy our followers. Thought of that too late.    Good night!",so we don`t annoy our followers. Thought of that too late.    Good nigh,positive,noon,21-30,Poland,37846611,306000.0,124
7ea55c33f0,I wish I had a dog,wish,positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
98a78825ec,****. It`s raining again,****.,negative,noon,21-30,Venezuela,28435940,882050.0,32
40d8340387," I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",", I feel bad for everyone in NKorea.",negative,morning,0-20,Timor-Leste,1318445,14870.0,89
e4c5701166,Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,encourage,positive,noon,21-30,Samoa,198414,2830.0,70
e28d5c1bfc, we will!  we shall meet somewhere between utah and indiana.,we will!  we shall meet somewhere between utah and indiana.,neutral,noon,21-30,Estonia,1326535,42390.0,31
08e5fdb432,NO! Our TV`s busted  The screen turned white for about a nanosecond while it made a quick 'popping' sound.,busted,negative,night,70-100,Maldives,540544,300.0,1802
0b022833a9,@ Ahhhhh FML! Classic Crime is sold out!,@ Ahhhhh FML! Classic Crime is sold out!,neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50
9260a8a52c,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour","Brilliant day today,",positive,noon,60-70,Costa Rica,5094118,51060.0,100
63549ea2e4,Going with Chantal to her aunt.,Going with Chantal to her aunt.,neutral,noon,21-30,Fiji,896445,18270.0,49
ceb202ddff,"Thank you, Gerbino, for forcing us starting junior year to make survey mockups. Let me tell you how super helpful this skill has been.",super helpful th,positive,morning,46-60,Sao Tome and Principe,219159,960.0,228
4f9167c337,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,neutral,noon,21-30,Bangladesh,164689383,130170.0,1265
93b6f1ee3e, No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,No kidding there! Ugh,negative,morning,46-60,Yemen,29825964,527970.0,56
e1336d9a46,_lokelani  i have no idea!,_lokelani  i have no idea!,neutral,night,70-100,Ecuador,17643054,248360.0,71
841817c75a,Tropical Depression 1 heading east. MrSal65 scared this one off   Welcome to start of Hurricane Season `09.  Still looking 4 more FL subs.,Tropical Depression 1 heading east. MrSal65 scared this one off   Welcome to start of Hurricane Season `09.  Still looking 4 more FL subs,neutral,morning,46-60,Solomon Islands,686884,28000.0,25
5a24827c24, I think it`s less of a tribute and more of a parody.,less of a tribute and more of a parody.,negative,morning,46-60,Sao Tome and Principe,219159,960.0,228
a53c829bee,Having dinner with my grandma since I couldn`t be with my mum.,Having dinner with my grandma since I couldn`t be with my mum.,neutral,noon,60-70,Somalia,15893222,627340.0,25
2e1eac90a5," we did! They came out cold  The cheese sauce was good, though.","They came out cold  The cheese sauce was good, though.",positive,morning,46-60,Nigeria,206139589,910770.0,226
3d3f95b048,"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",**** sucked,negative,night,70-100,Vietnam,97338579,310070.0,314
b16b566d38,says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj,says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj,neutral,morning,0-20,Hungary,9660351,90530.0,107
f87c061e38,"is at my grandma`s place with my mum, celebrating mothers` day in 3 generations. The 4th will come",celebrating mothers` day in 3 generations.,positive,night,70-100,Pakistan,220892340,770880.0,287
e52dc9247e,Im so full. Subway was bomb! Waiting for my 2nd shift to start,Subway was bomb!,positive,night,31-45,Pakistan,220892340,770880.0,287
b218339f8a, or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,neutral,night,70-100,Italy,60461826,294140.0,206
f7927504e9," Oh Jordan! IÃ¯Â¿Â½m ready for the next contest, baby!!!! CanÃ¯Â¿Â½t wait! Kisses from Brazil. I love you!",. I love you!,positive,night,70-100,Ghana,31072940,227540.0,137
3d03953cdb, I know right...,I know right...,neutral,noon,21-30,Venezuela,28435940,882050.0,32
5ed54c5464, i guess it wasnt meant to be..,i guess it wasnt meant to be..,neutral,noon,21-30,Montenegro,628066,13450.0,47
248c85bd03,"is sore from weight lifting  However, it`s the good kind of sore that gives you man-**** you can move with the power of your mind alone!",good kind of sore,positive,noon,21-30,Sudan,43849260,1765048.0,25
9316504b1a,_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase,Feeling enthused,positive,night,31-45,Tonga,105695,720.0,147
62279dc367," did you decide it is a sprain? mine has been bothering me again, but never had it checked out","mine has been bothering me again,",negative,morning,0-20,Afghanistan,38928346,652860.0,60
0ddbe6068e,Exams are so stressful,stressful,negative,morning,0-20,Serbia,8737371,87460.0,100
8291ccf502,workin at la bootay... wheres the warm weather at???,workin at la bootay... wheres the warm weather at???,neutral,morning,46-60,Afghanistan,38928346,652860.0,60
912dc5e9cf,Rain makes for a good study day  almost done!!,good study day,positive,noon,21-30,Bulgaria,6948445,108560.0,64
b7704c849c,"I left a chocolate egg sitting in my office, and now it`s calling my name......................","I left a chocolate egg sitting in my office, and now it`s calling my name..",neutral,night,31-45,Madagascar,27691018,581795.0,48
a36101057b,Our neighbors cat died!  I really loved him =(,Our neighbors cat died!  I really loved him =(,neutral,morning,0-20,Egypt,102334404,995450.0,103
617c2271c2,were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now,bad,negative,noon,21-30,Iceland,341243,100250.0,3
da61b7cac9,says everyone was busy  http://plurk.com/p/rou4v,says everyone was busy,neutral,noon,21-30,Grenada,112523,340.0,331
dac8a47042, happy birthday,happy,positive,noon,60-70,Bulgaria,6948445,108560.0,64
6fbe1bf447,I`m still thinking ... Idk,I`m still thinking,neutral,morning,0-20,Liberia,5057681,96320.0,53
c3a3d2b1ec, I would totally take you to prom...if i hadnt already gone  sorry lol,sorry,negative,morning,0-20,Ethiopia,114963588,1000000.0,115
922bcbe9ef,Ok.....Twitter is not near as exciting as I thought it would be!,not near as exciting as,negative,night,70-100,South Africa,59308690,1213090.0,49
89dd4f1c16," I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends.","I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends.",neutral,morning,0-20,Vanuatu,307145,12200.0,25
c31920074e,Good Morning good old Germany - I wanna say hello to New York.  I`m not in love. . .not really.,Good Morning good old Germany - I wanna say hello to New York.  I`m not in love. . .not really.,neutral,noon,21-30,Uruguay,3473730,175020.0,20
bda1f81554,_Sunshine  I figured that... But I ended up taking my cousin to work in the Rain anyway...    But hit me up,_Sunshine  I figured that... But I ended up taking my cousin to work in the Rain anyway...    But hit me,neutral,noon,21-30,Armenia,2963243,28470.0,104
5f93cc70ff,Bugger. forgot I still have washing in my machine,Bugger. forgot I still have washing in my machine,negative,night,31-45,Slovenia,2078938,20140.0,103
034e6cb11f,_laiter we already discussed this today but yeaaaaaah,_laiter we already discussed this today but yeaaaaaah,neutral,noon,21-30,Iran,83992949,1630000.0,52
b3fbf67bbb,No betta nest  I think despite the heater it gets too chilly at night,despite the heater it gets too chilly at night,negative,night,31-45,Maldives,540544,300.0,1802
74c0397f76, no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.,like,positive,night,70-100,Burkina Faso,20903273,273600.0,76
abcb83a4c1," I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha",sad,negative,morning,46-60,Andorra,77265,470.0,164
3bfc997081, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,a stop,negative,noon,60-70,Iceland,341243,100250.0,3
de0c8b3657,"still can`t figure this twitter thing out, i can`t my background pic to stick and i can`t seem to change my profile pic",can`t figure,negative,night,31-45,Morocco,36910560,446300.0,83
c668b1eefc,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,neutral,noon,21-30,Libya,6871292,1759540.0,4
5189c47d63,I dont like the dentist...they make my gums hurt,they make my gums hurt,negative,night,31-45,San Marino,33931,60.0,566
